,time+0(UTC),time_+8(cn/home),time_+9(jp),time_-5(ca),cn2cahome_Loss_Rate,cn2cahome_RTT_Min,cn2cahome_RTT_Max,cn2cahome_RTT_Avg,cn2cahome_RTT_stddev,cn2cahome_stddev/Avg,cn2cahome_Distance(est)(km),cn2cahome_Avg/Distance,cn2cahome_Number_of_Hops,cn2ca_Loss_Rate,cn2ca_RTT_Min,cn2ca_RTT_Max,cn2ca_RTT_Avg,cn2ca_RTT_stddev,cn2ca_stddev/Avg,cn2ca_Distance(est)(km),cn2ca_Avg/Distance,cn2ca_Number_of_Hops,cn2jp_Loss_Rate,cn2jp_RTT_Min,cn2jp_RTT_Max,cn2jp_RTT_Avg,cn2jp_RTT_stddev,cn2jp_stddev/Avg,cn2jp_Distance(est)(km),cn2jp_Avg/Distance,cn2jp_Number_of_Hops,ca2jp_Loss_Rate,ca2jp_RTT_Min,ca2jp_RTT_Max,ca2jp_RTT_Avg,ca2jp_RTT_stddev,ca2jp_stddev/Avg,ca2jp_Distance(est)(km),ca2jp_Avg/Distance,ca2jp_Number_of_Hops,ca2cahome_Loss_Rate,ca2cahome_RTT_Min,ca2cahome_RTT_Max,ca2cahome_RTT_Avg,ca2cahome_RTT_stddev,ca2cahome_stddev/Avg,ca2cahome_Distance(est)(km),ca2cahome_Avg/Distance,ca2cahome_Number_of_Hops,jp2cahome_Loss_Rate,jp2cahome_RTT_Min,jp2cahome_RTT_Max,jp2cahome_RTT_Avg,jp2cahome_RTT_stddev,jp2cahome_stddev/Avg,jp2cahome_Distance(est)(km),jp2cahome_Avg/Distance,jp2cahome_Number_of_Hops,home2ca_Loss_Rate,home2ca_RTT_Min,home2ca_RTT_Max,home2ca_RTT_Avg,home2ca_RTT_stddev,home2ca_stddev/Avg,home2ca_Distance(est)(km),home2ca_Avg/Distance,home2ca_Number_of_Hops,home2cn_Loss_Rate,home2cn_RTT_Min,home2cn_RTT_Max,home2cn_RTT_Avg,home2cn_RTT_stddev,home2cn_stddev/Avg,home2cn_Distance(est)(km),home2cn_Avg/Distance,home2cn_Number_of_Hops,home2jp_Loss_Rate,home2jp_RTT_Min,home2jp_RTT_Max,home2jp_RTT_Avg,home2jp_RTT_stddev,home2jp_stddev/Avg,home2jp_Distance(est)(km),home2jp_Avg/Distance,home2jp_Number_of_Hops,home2cahome_Loss_Rate,home2cahome_RTT_Min,home2cahome_RTT_Max,home2cahome_RTT_Avg,home2cahome_RTT_stddev,home2cahome_stddev/Avg,home2cahome_Distance(est)(km),home2cahome_Avg/Distance,home2cahome_Number_of_Hops
202010290810,202010290010,202010290810,,,0.0,184.446,199.410,188.600,4.735,0.025,9186,0.021,17,0.0,216.881,232.325,223.528,6.288,0.028,11559,0.019,24,0.0,65.882,88.597,80.912,6.696,0.083,1920,0.042,17,0.0,159.941,161.348,160.099,0.303,0.002,10346,0.015,8,0.0,56.679,61.778,57.803,1.286,0.022,3360,0.017,8,0.0,107.268,128.089,108.780,4.440,0.041,7548,0.014,9,0.10,219.005,229.437,222.901,3.289,0.015,11644,0.019,25,0.0,25.040,25.986,25.716,0.249,0.010,566,0.045,,0.10,290.562,301.113,295.252,3.368,0.011,2432,0.121,30,0.0,230.932,274.466,242.549,9.511,0.039,9478,0.026,17
202010290820,202010290020,202010290820,,,0.5,184.452,199.235,190.982,5.528,0.029,9186,0.021,17,0.0,216.779,231.456,225.947,4.708,0.021,11559,0.020,23,0.5,83.234,89.831,87.894,1.639,0.019,1920,0.046,17,0.0,159.968,161.127,160.110,0.238,0.001,10346,0.015,8,0.0,56.641,70.552,58.042,2.974,0.051,3360,0.017,8,0.0,107.344,113.168,108.323,1.467,0.014,7548,0.014,9,0.5,218.995,226.946,222.501,2.135,0.010,11644,0.019,26,0.0,23.628,26.656,25.715,0.542,0.021,566,0.045,,0.10,290.045,300.970,294.211,3.055,0.010,2432,0.121,19,0.0,230.185,3826.815,424.618,780.596,1.838,9478,0.045,17
202010290830,202010290030,202010290830,,,0.5,184.673,199.342,192.237,5.800,0.030,9186,0.021,17,0.0,216.798,231.165,225.168,5.743,0.026,11559,0.019,24,0.5,84.678,89.460,87.825,1.410,0.016,1920,0.046,17,0.0,160.155,160.917,160.268,0.190,0.001,10346,0.015,8,0.0,56.603,60.925,57.277,0.904,0.016,3360,0.017,8,0.0,107.281,108.497,107.801,0.364,0.003,7548,0.014,9,0.0,219.238,229.219,224.224,3.252,0.015,11644,0.019,25,0.0,23.871,26.075,25.719,0.467,0.018,566,0.045,,0.0,289.590,3878.198,473.978,780.987,1.648,2432,0.195,20,0.0,228.670,269.559,253.097,11.526,0.046,9478,0.027,17
202010290840,202010290040,202010290840,,,0.0,184.320,200.967,194.436,5.203,0.027,9186,0.021,17,0.10,216.862,231.240,229.875,3.218,0.014,11559,0.020,24,0.15,87.282,102.499,92.703,4.507,0.049,1920,0.048,17,0.0,160.112,160.689,160.259,0.153,0.001,10346,0.015,8,0.0,56.633,58.702,57.362,0.482,0.008,3360,0.017,8,0.0,107.342,111.314,108.151,0.833,0.008,7548,0.014,9,0.5,218.917,229.530,223.870,3.775,0.017,11644,0.019,25,0.0,23.641,26.058,25.696,0.513,0.020,566,0.045,,0.15,290.469,301.419,296.557,3.502,0.012,2432,0.122,21,0.0,231.888,274.778,254.078,13.590,0.053,9478,0.027,17
202010290850,202010290050,202010290850,,,0.0,184.622,199.445,192.791,5.618,0.029,9186,0.021,17,0.0,216.846,233.077,225.306,6.112,0.027,11559,0.019,23,0.10,86.072,89.843,88.177,1.140,0.013,1920,0.046,17,0.0,160.178,160.319,160.236,0.043,0.000,10346,0.015,8,0.0,56.491,58.294,57.213,0.421,0.007,3360,0.017,8,0.0,107.291,113.979,108.590,1.826,0.017,7548,0.014,9,0.0,219.426,229.446,224.570,3.173,0.014,11644,0.019,25,0.0,22.585,26.780,25.645,0.854,0.033,566,0.045,,0.20,291.071,301.286,294.657,2.553,0.009,2432,0.121,18,0.0,230.762,274.119,253.295,13.185,0.052,9478,0.027,17
202010290900,202010290100,202010290900,,,0.5,189.107,199.237,196.079,3.259,0.017,9186,0.021,17,0.0,216.905,232.665,226.653,4.897,0.022,11559,0.020,22,0.15,86.687,91.156,89.436,1.003,0.011,1920,0.047,17,0.0,160.168,161.418,160.326,0.271,0.002,10346,0.015,8,0.0,56.519,60.058,57.381,0.879,0.015,3360,0.017,8,0.0,107.367,110.090,108.065,0.652,0.006,7548,0.014,9,0.0,219.162,229.267,223.252,3.426,0.015,11644,0.019,25,0.0,23.834,26.167,25.756,0.530,0.021,566,0.046,,0.25,289.959,301.374,295.536,3.603,0.012,2432,0.122,18,0.0,231.217,268.306,252.614,12.151,0.048,9478,0.027,17
202010290910,202010290110,202010290910,,,0.0,190.994,204.424,197.123,3.507,0.018,9186,0.021,17,0.0,216.944,231.303,227.042,5.040,0.022,11559,0.020,22,0.0,53.521,89.631,85.264,8.503,0.100,1920,0.044,17,0.0,160.142,161.296,160.399,0.371,0.002,10346,0.016,8,0.0,56.746,59.440,57.443,0.747,0.013,3360,0.017,8,0.0,107.356,109.635,108.007,0.607,0.006,7548,0.014,10,0.10,218.184,230.184,222.681,4.128,0.019,11644,0.019,25,0.0,24.814,28.413,25.826,0.712,0.028,566,0.046,,0.30,291.173,298.671,294.938,2.299,0.008,2432,0.121,20,0.0,235.418,273.334,255.947,10.348,0.040,9478,0.027,17
202010290920,202010290120,202010290920,,,0.5,192.881,206.733,198.597,2.725,0.014,9186,0.022,17,0.0,230.762,231.251,231.052,0.100,0.000,11559,0.020,24,0.5,166.003,195.538,184.758,6.976,0.038,1920,0.096,17,0.0,160.153,161.844,160.430,0.418,0.003,10346,0.016,9,0.0,56.441,59.403,57.294,0.703,0.012,3360,0.017,8,0.0,107.448,108.361,107.937,0.249,0.002,7548,0.014,9,0.10,218.877,229.258,222.234,3.466,0.016,11644,0.019,25,0.0,24.701,26.015,25.721,0.306,0.012,566,0.045,,0.15,291.444,301.583,294.920,3.125,0.011,2432,0.121,18,0.0,235.444,276.345,259.646,10.737,0.041,9478,0.027,17
202010290930,202010290130,202010290930,,,0.0,198.293,203.272,199.081,1.011,0.005,9186,0.022,17,0.10,231.010,232.588,231.196,0.359,0.002,11559,0.020,24,0.20,148.168,188.114,164.627,11.001,0.067,1920,0.086,17,0.0,159.941,161.135,160.077,0.247,0.002,10346,0.015,8,0.0,56.727,73.199,58.408,3.517,0.060,3360,0.017,8,0.0,107.520,117.197,108.566,2.121,0.020,7548,0.014,9,0.10,219.246,229.001,221.716,2.524,0.011,11644,0.019,25,0.0,24.153,28.476,25.629,0.858,0.033,566,0.045,,0.10,291.239,300.549,294.318,2.580,0.009,2432,0.121,28,0.0,231.286,3835.890,431.746,781.088,1.809,9478,0.046,17
202010290940,202010290140,202010290940,,,0.10,195.837,202.307,198.556,1.478,0.007,9186,0.022,17,0.10,227.027,232.182,230.707,1.133,0.005,11559,0.020,24,0.15,156.135,185.861,174.702,7.375,0.042,1920,0.091,17,0.0,159.889,161.127,160.107,0.334,0.002,10346,0.015,8,0.0,56.515,60.818,57.404,1.017,0.018,3360,0.017,8,0.0,107.249,112.107,108.418,1.408,0.013,7548,0.014,9,0.0,217.803,230.037,223.803,3.762,0.017,11644,0.019,25,0.0,23.544,30.152,25.598,1.199,0.047,566,0.045,,0.25,291.421,316.595,298.000,6.184,0.021,2432,0.123,21,0.5,231.276,272.791,253.098,12.133,0.048,9478,0.027,17
202010290950,202010290150,202010290950,,,0.0,198.468,201.895,199.126,0.816,0.004,9186,0.022,17,0.0,230.536,232.155,231.092,0.319,0.001,11559,0.020,22,0.10,149.660,197.011,175.251,14.464,0.083,1920,0.091,17,0.0,159.956,161.040,160.107,0.259,0.002,10346,0.015,8,0.0,56.655,63.399,58.119,1.802,0.031,3360,0.017,8,0.0,107.333,113.150,108.367,1.575,0.015,7548,0.014,9,0.0,219.357,228.908,222.610,2.300,0.010,11644,0.019,25,0.0,24.058,26.149,25.599,0.487,0.019,566,0.045,,0.10,291.319,303.340,295.266,4.439,0.015,2432,0.121,20,0.0,234.586,274.015,252.965,12.217,0.048,9478,0.027,17
202010291000,202010290200,202010291000,,,0.0,198.015,204.565,199.494,1.705,0.009,9186,0.022,17,0.0,228.191,232.224,230.819,0.929,0.004,11559,0.020,22,0.5,141.157,195.678,157.300,16.953,0.108,1920,0.082,17,0.0,159.932,161.439,160.184,0.451,0.003,10346,0.015,8,0.0,56.741,65.589,58.434,2.182,0.037,3360,0.017,8,0.0,107.214,108.520,107.717,0.324,0.003,7548,0.014,9,0.5,219.033,230.080,223.318,3.751,0.017,11644,0.019,25,0.0,23.512,27.827,25.989,0.841,0.032,566,0.046,,0.15,290.695,301.675,295.160,3.263,0.011,2432,0.121,18,0.0,230.097,280.857,258.488,14.926,0.058,9478,0.027,17
202010291010,202010290210,202010291010,,,0.10,198.610,200.905,199.091,0.552,0.003,9186,0.022,17,0.0,230.795,232.018,231.145,0.254,0.001,11559,0.020,24,0.20,167.419,198.986,186.275,9.668,0.052,1920,0.097,17,0.0,159.934,160.168,160.038,0.063,0.000,10346,0.015,9,0.0,56.504,63.655,57.839,1.649,0.029,3360,0.017,8,0.0,107.458,112.122,108.562,1.219,0.011,7548,0.014,9,0.0,219.561,229.260,222.528,2.466,0.011,11644,0.019,25,0.0,24.775,25.946,25.651,0.306,0.012,566,0.045,,0.15,291.317,300.900,294.287,2.394,0.008,2432,0.121,18,0.0,231.068,284.801,264.866,11.349,0.043,9478,0.028,17
202010291020,202010290220,202010291020,,,0.0,198.522,203.214,199.588,1.285,0.006,9186,0.022,17,0.0,230.926,232.122,231.203,0.321,0.001,11559,0.020,22,0.5,157.082,198.044,190.132,9.290,0.049,1920,0.099,17,0.0,159.918,161.114,160.100,0.252,0.002,10346,0.015,9,0.0,56.620,68.020,58.807,2.769,0.047,3360,0.018,8,0.0,107.221,113.760,108.935,1.777,0.016,7548,0.014,9,0.10,219.193,3811.180,423.428,821.660,1.940,11644,0.036,25,0.0,24.786,26.305,25.807,0.288,0.011,566,0.046,,0.10,290.128,311.157,297.188,4.750,0.016,2432,0.122,19,0.0,233.645,279.572,259.505,13.457,0.052,9478,0.027,17
202010291030,202010290230,202010291030,,,0.50,198.399,199.172,198.761,0.247,0.001,9186,0.022,17,0.5,230.717,234.519,231.755,1.100,0.005,11559,0.020,22,0.20,153.673,198.635,189.299,14.054,0.074,1920,0.099,17,0.0,159.929,161.042,160.087,0.237,0.001,10346,0.015,8,0.0,56.681,66.899,59.068,2.500,0.042,3360,0.018,8,0.0,107.205,112.167,108.401,1.458,0.013,7548,0.014,9,0.10,219.456,3805.138,421.794,820.584,1.945,11644,0.036,25,0.0,24.320,26.107,25.615,0.386,0.015,566,0.045,,0.25,292.935,302.517,296.731,3.262,0.011,2432,0.122,22,0.0,236.651,279.428,268.972,9.616,0.036,9478,0.028,17
202010291040,202010290240,202010291040,,,0.10,198.390,210.003,199.821,2.727,0.014,9186,0.022,17,0.0,221.895,238.035,229.753,3.450,0.015,11559,0.020,24,0.15,148.440,198.591,190.355,12.303,0.065,1920,0.099,17,0.0,159.963,163.157,160.291,0.738,0.005,10346,0.015,8,0.0,56.617,58.588,57.429,0.571,0.010,3360,0.017,8,0.0,107.281,108.720,107.738,0.357,0.003,7548,0.014,10,0.5,219.228,229.465,222.795,3.258,0.015,11644,0.019,25,0.0,24.831,26.119,25.722,0.324,0.013,566,0.045,,0.5,292.321,303.648,297.071,3.589,0.012,2432,0.122,20,0.0,235.840,281.181,261.091,12.406,0.048,9478,0.028,17
202010291050,202010290250,202010291050,,,0.10,198.351,199.848,199.028,0.355,0.002,9186,0.022,17,0.5,231.074,232.280,231.303,0.331,0.001,11559,0.020,23,0.10,152.203,197.913,177.335,11.595,0.065,1920,0.092,17,0.0,159.974,161.195,160.442,0.511,0.003,10346,0.016,8,0.0,56.539,60.619,57.477,1.053,0.018,3360,0.017,8,0.0,107.323,112.917,108.461,1.617,0.015,7548,0.014,10,0.5,219.050,229.422,222.619,3.022,0.014,11644,0.019,25,0.0,24.508,26.036,25.676,0.347,0.014,566,0.045,,0.5,290.745,302.760,296.741,4.170,0.014,2432,0.122,23,0.0,235.977,274.810,261.593,9.095,0.035,9478,0.028,17
202010291100,202010290300,202010291100,,,0.5,197.218,202.664,199.079,0.995,0.005,9186,0.022,17,0.0,231.010,232.371,231.253,0.337,0.001,11559,0.020,22,0.10,140.216,178.373,156.195,11.015,0.071,1920,0.081,17,0.0,159.676,160.899,159.916,0.382,0.002,10346,0.015,8,0.0,56.828,58.419,57.502,0.461,0.008,3360,0.017,8,0.0,107.316,112.261,108.216,1.153,0.011,7548,0.014,9,0.5,219.350,229.907,223.591,3.455,0.015,11644,0.019,26,0.0,24.662,32.443,26.048,1.506,0.058,566,0.046,,0.15,291.628,302.716,296.144,3.525,0.012,2432,0.122,22,0.0,233.040,3842.846,435.657,781.735,1.794,9478,0.046,17
202010291110,202010290310,202010291110,,,0.5,198.477,202.410,199.104,0.869,0.004,9186,0.022,17,0.10,225.129,233.108,230.652,1.764,0.008,11559,0.020,24,0.20,129.427,198.145,168.691,21.775,0.129,1920,0.088,17,0.0,160.135,161.200,160.275,0.232,0.001,10346,0.015,8,0.0,56.897,60.580,57.639,0.802,0.014,3360,0.017,8,0.0,107.498,108.632,107.955,0.522,0.005,7548,0.014,9,0.5,218.939,3805.100,412.003,799.768,1.941,11644,0.035,25,0.0,25.214,26.043,25.620,0.213,0.008,566,0.045,,0.15,291.741,301.927,295.212,2.773,0.009,2432,0.121,18,0.0,231.480,274.337,258.607,11.783,0.046,9478,0.027,17
202010291120,202010290320,202010291120,,,0.20,198.572,199.468,199.003,0.247,0.001,9186,0.022,17,0.5,230.076,233.174,231.401,0.644,0.003,11559,0.020,24,0.15,153.295,198.809,189.660,10.767,0.057,1920,0.099,17,0.0,160.134,161.563,160.310,0.321,0.002,10346,0.015,8,0.0,56.653,61.546,58.056,1.445,0.025,3360,0.017,8,0.0,107.317,112.422,108.515,1.351,0.012,7548,0.014,9,0.10,217.128,228.949,221.888,2.370,0.011,11644,0.019,25,0.0,24.782,26.145,25.676,0.349,0.014,566,0.045,,0.20,291.408,3877.824,519.162,867.211,1.670,2432,0.213,19,0.0,232.108,276.212,260.256,10.012,0.038,9478,0.027,17
202010291130,202010290330,202010291130,,,0.10,197.525,203.629,199.360,1.439,0.007,9186,0.022,17,0.0,218.785,231.253,228.462,3.928,0.017,11559,0.020,24,0.10,141.871,198.637,187.124,13.101,0.070,1920,0.097,17,0.0,160.106,161.205,160.334,0.300,0.002,10346,0.015,8,0.0,56.474,60.646,57.742,1.082,0.019,3360,0.017,8,0.0,107.306,109.054,107.939,0.488,0.005,7548,0.014,9,0.10,219.313,228.879,222.815,2.813,0.013,11644,0.019,25,0.0,24.857,32.113,25.914,1.449,0.056,566,0.046,,0.25,289.223,301.826,293.348,3.538,0.012,2432,0.121,19,0.0,232.209,3813.855,429.593,776.501,1.808,9478,0.045,17
202010291140,202010290340,202010291140,,,0.5,198.292,215.294,201.416,3.983,0.020,9186,0.022,17,0.5,229.360,234.422,231.284,0.888,0.004,11559,0.020,24,0.40,150.663,199.820,185.489,12.916,0.070,1920,0.097,17,0.0,160.153,160.956,160.251,0.165,0.001,10346,0.015,8,0.0,56.619,86.692,60.629,6.378,0.105,3360,0.018,9,0.0,107.456,113.403,109.530,1.780,0.016,7548,0.015,10,0.5,218.223,229.413,222.961,3.040,0.014,11644,0.019,25,0.0,24.553,28.984,26.131,1.111,0.043,566,0.046,,0.15,291.499,301.175,295.459,2.389,0.008,2432,0.121,24,0.0,233.953,272.857,252.063,12.548,0.050,9478,0.027,17
202010291150,202010290350,202010291150,,,0.0,198.385,204.620,200.137,1.968,0.010,9186,0.022,17,0.0,230.980,232.872,231.283,0.449,0.002,11559,0.020,24,0.5,143.626,185.476,165.947,10.532,0.063,1920,0.086,17,0.0,159.943,161.286,160.181,0.420,0.003,10346,0.015,8,0.0,56.782,62.930,58.656,1.874,0.032,3360,0.017,8,0.0,107.249,114.003,108.901,1.920,0.018,7548,0.014,9,0.15,219.142,229.485,224.396,3.582,0.016,11644,0.019,25,0.0,24.799,25.931,25.657,0.240,0.009,566,0.045,,0.15,291.527,301.101,295.108,2.648,0.009,2432,0.121,18,0.5,230.250,273.582,249.113,14.861,0.060,9478,0.026,17
202010291200,202010290400,202010291200,,,0.0,198.309,206.225,200.265,2.273,0.011,9186,0.022,17,0.20,231.036,232.146,231.244,0.293,0.001,11559,0.020,22,0.15,161.374,169.110,164.417,1.956,0.012,1920,0.086,17,0.0,159.945,161.008,160.073,0.228,0.001,10346,0.015,8,0.0,56.741,59.493,57.481,0.658,0.011,3360,0.017,8,0.0,107.337,117.805,109.033,2.934,0.027,7548,0.014,9,0.10,218.247,229.721,224.021,3.372,0.015,11644,0.019,26,0.0,25.198,26.130,25.615,0.374,0.015,566,0.045,,0.30,294.419,301.745,296.442,2.285,0.008,2432,0.122,19,0.0,230.145,267.163,256.416,11.650,0.045,9478,0.027,17
202010291210,202010290410,202010291210,,,0.5,198.473,203.649,199.217,1.110,0.006,9186,0.022,17,0.10,230.910,232.215,231.188,0.306,0.001,11559,0.020,23,0.5,95.199,150.268,117.552,16.834,0.143,1920,0.061,17,0.0,159.899,161.439,160.150,0.372,0.002,10346,0.015,8,0.0,56.927,63.261,60.606,1.834,0.030,3360,0.018,9,0.0,107.410,112.374,108.630,1.605,0.015,7548,0.014,9,0.5,219.139,3804.071,410.797,799.805,1.947,11644,0.035,26,0.0,24.096,26.220,25.702,0.420,0.016,566,0.045,,0.15,290.847,303.530,296.799,3.372,0.011,2432,0.122,23,0.0,232.919,284.949,269.367,11.002,0.041,9478,0.028,17
202010291220,202010290420,202010291220,,,0.5,198.397,207.409,199.516,1.901,0.010,9186,0.022,17,0.15,230.983,232.662,231.197,0.375,0.002,11559,0.020,24,0.10,94.706,176.587,126.014,31.792,0.252,1920,0.066,17,0.0,159.913,161.106,160.059,0.257,0.002,10346,0.015,8,0.0,56.616,61.730,57.528,1.400,0.024,3360,0.017,8,0.0,107.073,123.431,108.832,3.586,0.033,7548,0.014,9,0.5,217.951,3835.736,414.772,806.338,1.944,11644,0.036,25,0.0,24.757,26.287,25.742,0.378,0.015,566,0.045,,0.35,291.066,302.509,297.229,4.278,0.014,2432,0.122,23,0.0,248.167,283.365,271.844,8.178,0.030,9478,0.029,17
202010291230,202010290430,202010291230,,,0.20,198.566,205.104,199.729,1.828,0.009,9186,0.022,17,0.15,230.995,231.523,231.158,0.139,0.001,11559,0.020,23,0.20,41.033,64.905,52.207,6.443,0.123,1920,0.027,17,0.0,159.944,160.882,160.085,0.205,0.001,10346,0.015,8,0.0,56.671,59.368,57.633,0.742,0.013,3360,0.017,8,0.0,107.308,108.895,107.829,0.622,0.006,7548,0.014,9,0.15,219.475,229.281,222.917,2.099,0.009,11644,0.019,25,0.0,25.362,26.122,25.705,0.230,0.009,566,0.045,,0.15,291.692,303.586,296.468,3.506,0.012,2432,0.122,18,0.0,231.053,284.546,270.610,11.089,0.041,9478,0.029,17
202010291240,202010290440,202010291240,,,0.10,198.475,204.520,200.135,1.736,0.009,9186,0.022,17,0.5,231.039,232.372,231.273,0.335,0.001,11559,0.020,22,0.30,40.203,84.582,69.133,12.726,0.184,1920,0.036,17,0.0,159.888,163.261,160.286,0.763,0.005,10346,0.015,8,0.0,56.582,61.759,57.734,1.254,0.022,3360,0.017,8,0.0,107.212,112.115,107.879,1.039,0.010,7548,0.014,9,0.5,219.239,229.367,222.656,2.804,0.013,11644,0.019,25,0.0,24.078,26.013,25.711,0.389,0.015,566,0.045,,0.15,291.641,3907.523,508.783,849.691,1.670,2432,0.209,28,0.0,254.221,283.760,274.502,6.747,0.025,9478,0.029,17
202010291250,202010290450,202010291250,,,0.15,198.245,204.097,199.572,1.670,0.008,9186,0.022,17,0.15,230.985,232.090,231.151,0.244,0.001,11559,0.020,22,0.15,43.691,91.245,68.374,14.056,0.206,1920,0.036,17,0.0,160.153,161.605,160.398,0.402,0.003,10346,0.016,8,0.0,56.630,61.242,57.815,1.328,0.023,3360,0.017,8,0.0,107.154,113.040,108.742,1.703,0.016,7548,0.014,9,0.20,217.410,229.595,223.309,3.741,0.017,11644,0.019,25,0.0,25.336,26.181,25.752,0.219,0.009,566,0.045,,0.20,292.450,302.708,297.563,3.565,0.012,2432,0.122,19,0.0,246.062,282.613,273.445,7.474,0.027,9478,0.029,17
202010291300,202010290500,202010291300,,,0.20,198.462,200.511,199.050,0.496,0.002,9186,0.022,17,0.15,230.961,235.351,231.503,1.011,0.004,11559,0.020,24,0.20,60.246,97.262,75.605,8.723,0.115,1920,0.039,17,0.0,160.099,191.523,161.782,6.823,0.042,10346,0.016,8,0.0,56.597,61.823,57.805,1.306,0.023,3360,0.017,8,0.0,107.304,112.205,108.016,1.121,0.010,7548,0.014,9,0.20,217.452,3813.552,448.850,868.777,1.936,11644,0.039,25,0.0,24.958,25.991,25.753,0.229,0.009,566,0.045,,0.15,291.581,303.347,297.047,3.892,0.013,2432,0.122,19,0.0,232.233,283.386,269.703,11.391,0.042,9478,0.028,17
202010291310,202010290510,202010291310,,,0.10,198.493,200.025,198.981,0.428,0.002,9186,0.022,17,0.30,231.075,232.333,231.451,0.452,0.002,11559,0.020,24,0.10,38.990,60.739,43.526,5.637,0.130,1920,0.023,17,0.0,160.157,161.325,160.349,0.310,0.002,10346,0.015,8,0.0,56.435,62.032,58.271,1.381,0.024,3360,0.017,9,0.0,107.390,114.064,108.411,1.721,0.016,7548,0.014,10,0.20,217.226,232.471,222.993,4.228,0.019,11644,0.019,25,0.0,23.499,32.276,25.988,1.678,0.065,566,0.046,,0.30,291.696,303.819,296.120,3.450,0.012,2432,0.122,18,0.5,248.682,283.310,270.585,7.651,0.028,9478,0.029,17
202010291320,202010290520,202010291320,,,0.10,198.180,208.964,200.810,2.960,0.015,9186,0.022,17,0.25,231.087,232.460,231.346,0.376,0.002,11559,0.020,22,0.30,54.496,88.005,68.881,7.791,0.113,1920,0.036,17,0.0,160.106,161.190,160.255,0.221,0.001,10346,0.015,9,0.0,56.543,60.965,57.972,1.342,0.023,3360,0.017,8,0.0,107.283,112.447,108.447,1.339,0.012,7548,0.014,9,0.15,218.228,229.595,223.328,3.727,0.017,11644,0.019,25,0.0,24.812,26.780,25.763,0.352,0.014,566,0.046,,0.15,290.158,302.861,295.203,3.687,0.012,2432,0.121,19,0.0,255.794,3865.266,452.484,782.967,1.730,9478,0.048,17
202010291330,202010290530,202010291330,,,0.20,198.344,204.010,200.089,1.572,0.008,9186,0.022,17,0.5,255.219,257.049,255.412,0.395,0.002,11559,0.022,22,0.0,183.175,201.289,193.665,4.768,0.025,1920,0.101,17,0.0,160.134,161.324,160.298,0.267,0.002,10346,0.015,8,0.0,56.594,62.146,58.070,1.627,0.028,3360,0.017,9,0.0,107.268,112.610,108.713,1.532,0.014,7548,0.014,9,0.5,217.924,236.451,223.951,4.124,0.018,11644,0.019,25,0.0,24.918,26.016,25.590,0.283,0.011,566,0.045,,0.5,250.867,285.888,269.015,9.473,0.035,2432,0.111,19,0.20,272.297,3858.625,500.553,867.057,1.732,9478,0.053,17
202010291340,202010290540,202010291340,,,0.15,198.482,204.610,200.852,2.249,0.011,9186,0.022,17,0.15,255.261,255.845,255.415,0.151,0.001,11559,0.022,22,0.30,92.849,122.757,104.452,8.194,0.078,1920,0.054,17,0.0,159.938,161.342,160.151,0.429,0.003,10346,0.015,8,0.0,56.626,60.277,58.004,1.158,0.020,3360,0.017,8,0.0,107.204,112.338,108.102,1.149,0.011,7548,0.014,9,0.5,219.145,229.440,223.029,3.456,0.015,11644,0.019,25,0.0,24.802,26.856,25.765,0.388,0.015,566,0.046,,0.15,252.558,291.274,272.109,12.039,0.044,2432,0.112,20,0.25,271.035,284.828,277.527,3.973,0.014,9478,0.029,17
202010291350,202010290550,202010291350,,,0.5,198.423,203.848,199.419,1.236,0.006,9186,0.022,17,0.10,255.251,261.571,255.773,1.426,0.006,11559,0.022,22,0.25,39.320,57.030,44.957,5.585,0.124,1920,0.023,17,0.0,159.901,161.272,160.234,0.443,0.003,10346,0.015,8,0.0,56.955,62.083,58.217,1.567,0.027,3360,0.017,8,0.0,107.334,113.812,109.312,1.914,0.018,7548,0.014,9,0.5,218.861,245.490,227.728,6.413,0.028,11644,0.020,25,0.0,23.941,26.066,25.628,0.460,0.018,566,0.045,,0.20,254.386,295.426,274.309,11.280,0.041,2432,0.113,20,0.20,270.197,283.659,276.173,3.540,0.013,9478,0.029,17
202010291400,202010290600,202010291400,,,0.25,198.232,205.257,199.424,1.815,0.009,9186,0.022,17,0.10,243.312,260.158,254.457,4.225,0.017,11559,0.022,23,0.35,39.081,47.893,40.307,2.273,0.056,1920,0.021,17,0.0,160.117,161.309,160.330,0.322,0.002,10346,0.015,8,0.0,56.725,59.324,57.597,0.610,0.011,3360,0.017,8,0.0,107.504,119.743,109.438,2.890,0.026,7548,0.014,9,0.5,219.996,232.768,224.454,3.809,0.017,11644,0.019,25,0.0,25.127,29.595,26.064,1.136,0.044,566,0.046,,0.15,250.446,288.959,266.572,10.696,0.040,2432,0.110,18,0.15,270.940,3859.645,487.322,843.088,1.730,9478,0.051,17
